"Run.ID","P0.Regret.GN","P1.Regret.GN","P2.Regret.GN","P3.Regret.GN"
540,0.0133386851076586,0.013578084382517,0.00222848526392136,0
541,0,0.0011053715096888,0.00640395334479757,0.00828560845571804
542,0,0.00127787568415577,0.0114625316448791,0.0194901557824252
543,0.00143540048135389,0.00353127569629702,0.00180638607505994,0
544,0,0.000795860339008862,0.00547463087808225,0.010087493397009
545,0,0.00181411169840696,0.00513521221629093,0.00390170147257818
546,0.00147535377560771,0.00250469435507699,0.00210728665540952,0
547,0.00671020217695242,0.0116351700112288,0.000789130557096302,0
548,0,0.00080112169821038,0.00488258289204698,0.00751244795300218
549,0,0.00166187301482595,0.0124402567344966,0.0110093884173969
550,0.0128896713868472,0.0152768693602063,0.00139392692526856,0
551,0,0.00085290252724405,0.0057901861596405,0.0106317573754719
552,0.00351395219563703,0.00777227879390468,0.000765784128026897,0
553,0.00716964747701079,0.00726594471801104,0.00265333982245005,0
554,0.00905912941354134,0.00710177084345837,0.000525145000604882,0
555,0.00555290047259989,0.00784459010222717,0.00133865616999305,0
556,0.00507505099018011,0.00554386342129567,0.00180307248773241,0
557,0.0159122963630106,0.00763557612852793,0.000668169781725202,0
558,0.00165901414366715,0.00497979328892564,0.000882333048488351,0
559,0,0.00100041708185423,0.00981822229457687,0.00720878448294903
560,0.000713247884034311,0.00228685358813512,0.00187343836453849,0
561,0,0.00103362735020449,0.00967222351361693,0.0120734414722899
562,0.00723186206332451,0.00974955777875275,0.00167226944205786,0
563,0,0.000970882513670727,0.00372947572548884,0.00322162511047379
564,0.00821592532290472,0.00776035785829464,0.00200979299935688,0
565,0,0.00210365418188873,0.00191968604991523,0.000408241270465636
566,0,0.00147838958047831,0.0102377583176876,0.0100208563131246
567,0,0.000743340817226063,0.00398818103114545,0.00514254571800381
568,0,0.00128571665252448,0.00702570589421563,0.00749049503266667
569,0,0.00202582825435556,0.00609939132538341,0.00518175300164023
570,0,0.00102075395044184,0.00903707788467942,0.0175782061236633
571,0.00264171843915323,0.0045430410844413,0.00168272680032157,0
572,0,0.000876948004922395,0.00625245528121849,0.0114952628346498
573,0,0.00111368824979118,0.00691239157094325,0.004620423331764
574,0.00228937238419588,0.00273572283250344,0.00126138600761424,0
575,0.00234414334579724,0.00557573712023107,0.000886875584105933,0
576,0.00168337982763775,0.00288503548437281,0.00380371437452018,0
577,0,0.000576939586771958,0.00290315267003932,0.00441491048996261
578,0,0.00083315522936386,0.00514409920245014,0.0095331924264559
579,0,0.00187315237098026,0.0172893452379042,0.0164273785591897
580,0,0.00132099437609419,0.01704081687199,0.0153165345308012
581,0.00545169261207172,0.00532160111703987,0.00171615098583111,0
582,0,0.00151291521089755,0.00782330785165697,0.00548144230671303
583,0.00974491679966893,0.00473230100104179,0.000546925277515681,0
584,0,0.00174349976236655,0.0132723734973029,0.0118217382417135
585,0,0.00173524831413338,0.00692858616352762,0.00514004492524915
586,0.0168229578546439,0.00737682578520905,0.000889559711172515,0
587,0.00192586809257707,0.00212767073158908,0.00114593176300251,0
588,0.00573464319398323,0.00608494963127165,0.00238861615474773,0
589,0.0151607146888418,0.00658963667282438,0.000802663711584925,0
590,0.0205805864478392,0.00708006259772381,0.000583263505807237,0
591,0,0.00322879522243991,0.00132097795214336,0.000741400686976923
592,0.0107875663680581,0.00831620588986252,0.00150630210061046,0
593,0,0.00101899935905039,0.00720389083309031,0.00724268167625268
594,0,0.000862202038486113,0.00542630836877496,0.00613672462886838
595,0,0.00111102415027657,0.00621691351754335,0.00468513185525003
596,0.0120123716447026,0.00726628121342193,0.00078341148925112,0
597,0.00309426795756706,0.004459112214542,0.00197456122851885,0
598,0,0.00114880972365778,0.00566510913602864,0.00268522784680781
599,0,0.000865148353928674,0.00650010922361065,0.0121597985533987
600,0.0154533783443478,0.00636263501522438,0.000608810222372528,0
601,0,0.00143822937402127,0.00590593847045652,0.00434175515325304
602,0,0.00169938972376205,0.00545034877671885,0.00418144760739802
603,0,0.00184955497156398,0.0207946208364681,0.0197605183996569
604,0.0227154603275447,0.00508306627657468,0.000368503734618962,0
605,0.00176164292249946,0.0029461220293805,0.00234767092639194,0
606,0.00162556055656185,0.00177987374908066,0.00131109129429624,0
607,0,0.00105817490415863,0.00619930382443501,0.00701529054548404
608,0.0132001786087253,0.0122388577666515,0.00266385504008493,0
609,0,0.000672013190359063,0.00374152272841276,0.00547814001815982
610,0,0.00105967288652498,0.00725669901833246,0.0100556452091532
611,0.00220763663844582,0.00527050477236248,0.000979481764921545,0
612,0.0144554407751755,0.0106083069417666,0.00129374006181225,0
613,0.0185555946055062,0.0096026679199144,0.000823897786967266,0
614,0.0103379528213108,0.00802289262710352,0.0010338080175865,0
615,0,0.00190741969417633,0.00880002520730045,0.00751570775249798
616,0.00675230214260899,0.00897084704309989,0.00111754330914506,0
617,0,0.00130404196343272,0.0152002378474393,0.0128444633266736
618,0,0.00231970031107442,0.00913636854946025,0.00801933515720149
619,0,0.000838040149191525,0.0041431147792249,0.0047203543389957
620,0.00352315878647835,0.00632236723791967,0.00126290585373623,0
621,0,0.00090853928868798,0.00642680809322402,0.0121411218095877
622,0.0104483480746333,0.00920398422109273,0.000646137318767549,0
623,0,0.000843192762847521,0.00431337620366921,0.00566025668274398
624,0,0.000763582518668069,0.00535641555062208,0.0102288053625458
625,0,0.00114106917191409,0.00837465821840849,0.0109781665505094
626,0,0.00141837609044341,0.00874156982367948,0.0068604588449799
627,0,0.000829187945474076,0.00585650779144039,0.0107011950276178
628,0,0.000727349529813678,0.00414887898701314,0.00715750850285182
