"Run.ID","P0.Regret.DT","P1.Regret.DT","P2.Regret.DT","P3.Regret.DT"
72,-4.90266845025502,-4.90266845025502,-3.35429215207806,0
73,-2.33824719238543,-2.33824719238543,-2.33824719238543,0
74,-2.33170529002591,-2.33170529002591,-2.33170529002591,0
75,-2.93604405367635,-2.93604405367635,-2.11341082256645,0
76,-2.91225667492633,-2.91225667492633,-1.84326927909251,0
77,-6.38455477590965,-6.38455477590965,-0.686868671243743,0
78,-6.55674936392546,-6.55674936392546,-0.491626574287294,0
79,-6.38108667203516,-6.38108667203516,-0.573205109459333,0
80,-3.94840376243859,-3.94840376243859,-1.86523106374547,0
81,-0.100654190964965,-0.100654190964965,-0.100654190964965,0
82,-5.8017600977122,-5.8017600977122,-1.26304137303374,0
83,0,0,0,0
84,-3.75031183956032,-3.75031183956032,-2.4128849749195,0
85,0,0,0,0
86,-6.03698427308368,-6.03698427308368,-0.919563119130417,0
87,-5.93626460810576,-2.22603209540615,-0.236070903152888,0
88,-6.10707382740998,-6.10707382740998,-1.05969719672071,0
89,-4.3261328732529,-4.3261328732529,-2.7022388271242,0
90,-6.71036899880096,-2.1771386390371,-0.199494490451196,0
91,-1.66836415739572,-1.66836415739572,-1.41101127851778,0
92,0,0,0,0
93,-6.37108745411993,-6.37108745411993,-0.665084008759541,0
94,-1.66518798755166,-1.66518798755166,-1.51009687764949,0
95,-3.55626244706854,-3.55626244706854,-2.79833907630586,0
96,0,0,0,0
97,-6.28582844274215,-6.28582844274215,-0.560848611567599,0
98,-2.71635412790339,-2.71635412790339,-2.71635412790339,0
99,-6.4720249361449,-6.4720249361449,-0.461163291936941,0
100,-5.22233003381691,-5.22233003381691,-2.059693241778,0
101,0,0,0,0
102,-4.11208782339686,-4.11208782339686,-1.59284289474088,0
103,-6.5866587085613,-6.5866587085613,-0.387262833536236,0
104,-6.37087160955311,-6.37087160955311,-0.81142065688659,0
105,-3.07359261663197,-3.07359261663197,-1.72485157819082,0
106,-3.16154774480461,-3.16154774480461,-3.16154774480461,0
107,-5.78325283730406,-5.78325283730406,-0.885799328909884,0
108,-5.72057028583336,-5.72057028583336,-0.921246635717242,0
109,-6.01177462140373,-6.01177462140373,-1.24741831191349,0
110,-3.45641643219476,-3.45641643219476,-3.42958119760213,0
111,-0.91861142607049,-0.91861142607049,-0.91861142607049,0
112,-3.3871790113665,-3.3871790113665,-3.3871790113665,0
113,0,0,0,0
114,-5.0987112025665,-5.0987112025665,-1.3493455084727,0
115,-6.63963888165915,-6.63963888165915,-0.308710315095216,0
116,0,0,0,0
117,-6.66725131895426,-6.66725131895426,-0.263559095070782,0
118,-6.50942473083008,-6.50942473083008,-0.559313902834353,0
119,-4.84542153839835,-4.84542153839835,-2.62527102942502,0
120,-5.63895777076972,-5.63895777076972,-1.47580979426412,0
121,-6.60241682761176,-6.60241682761176,-0.304695644747088,0
122,-6.32425596953034,-6.32425596953034,-0.821398609828484,0
123,-0.272196889471663,-0.272196889471663,-0.272196889471663,0
124,-5.99520544683444,-5.99520544683444,-0.901848799245702,0
125,-0.842194212621235,-0.842194212621235,-0.842194212621235,0
126,-6.73152801961393,-6.73152801961393,-0.179129308003384,0
127,-0.963534225341201,-0.963534225341201,-0.963534225341201,0
128,-3.93657836053099,-3.93657836053099,-3.49201397575195,0
129,0,0,0,0
130,-6.72242977779186,-6.72242977779186,-0.226782362146179,0
131,-6.61541692676605,-4.99231069377051,-0.299160117150262,0
132,-6.2914314727501,-6.2914314727501,-0.806230766710942,0
133,-4.27576825769516,-4.27576825769516,-1.9176969343272,0
134,-6.61522129249813,-6.61522129249813,-0.507824872073211,0
135,-2.63786137387727,-2.63786137387727,-2.63786137387727,0
136,-6.34355847991923,-6.34355847991923,-0.583226189432906,0
