"GRAPROES_NUM","PER_VPH_INTER"
14.6,"97.6190%"
14.05,"100.0000%"
11.6,"80.0000%"
12.72,"87.5000%"
12.21,"72.7273%"
11.77,"76.1905%"
11.69,"66.6667%"
11.61,"95.0000%"
11.11,"57.1429%"
10.65,"74.0741%"
11.77,"76.1905%"
11.92,"90.9091%"
12.64,"80.0000%"
14.15,"78.9474%"
13,"94.1176%"
13.53,"80.0000%"
10.9,"62.5000%"
8.55,"33.3333%"
11.09,"81.2500%"
11.8,"87.5000%"
11.99,"88.4615%"
11.1,"79.3103%"
11.8,"85.0000%"
12.04,"77.7778%"
12.71,"75.0000%"
12.48,"100.0000%"
10.81,"76.9231%"
9.71,"72.8261%"
8.81,"55.4054%"
7.55,"52.8302%"
10.5,"77.3585%"
8.16,"69.9115%"
10.62,"87.2340%"
13.68,"90.0000%"
13.06,"92.3077%"
12.71,"95.0000%"
8.08,"50.0000%"
11.63,"83.3333%"
7.87,"64.2105%"
8.83,"75.8621%"
10.28,"84.3750%"
10.74,"85.2941%"
12.35,"80.0000%"
9.85,"77.4194%"
10.17,"60.0000%"
10.19,"83.3333%"
11.36,"84.3750%"
9.38,"92.3077%"
11.54,"88.8889%"
9.24,"79.5918%"
10.85,"80.3571%"
10.92,"80.0000%"
11.07,"82.5688%"
10.38,"77.2727%"
10.79,"66.6667%"
9.68,"81.9277%"
11.05,"82.3529%"
10.52,"86.6667%"
10.26,"72.0000%"
11.65,"92.5926%"
7.75,"46.6667%"
7.92,"20.0000%"
9.25,"66.2921%"
7.56,"61.9048%"
8.37,"34.7826%"
8.22,"58.3333%"
9.07,"62.5000%"
7.35,"10.7143%"
8.67,"78.5714%"
8.43,"35.2941%"
7.36,"75.0000%"
8.89,"58.3333%"
7.95,"85.7143%"
9.17,"73.3333%"
8.11,"28.5714%"
15.77,"60.0000%"
10.59,"60.0000%"
8.33,"65.6250%"
8.3,"58.3333%"
7.41,"43.7500%"
7.88,"50.0000%"
6.73,"63.1579%"
8.95,"83.3333%"
7.98,"45.8333%"
7.48,"64.2857%"
8.06,"50.0000%"
8.04,"77.7778%"
7.45,"75.0000%"
7.61,"48.8889%"
7.58,"66.6667%"
7.63,"63.1579%"
7.54,"66.6667%"
7.36,"42.8571%"
7.39,"56.2500%"
7.71,"55.5556%"
7.36,"54.8387%"
8.44,"37.5000%"
9.1,"66.6667%"
7.75,"43.4783%"
10.52,"57.1429%"
8.69,"66.6667%"
8.26,"57.1429%"
9.13,"61.2903%"
8.51,"62.5000%"
9.04,"44.8276%"
9.19,"47.0588%"
8.67,"66.6667%"
8.33,"66.6667%"
7.77,"60.0000%"
7.5,"60.0000%"
8.69,"62.5000%"
8.1,"50.0000%"
8.41,"50.0000%"
7.96,"44.4444%"
15.04,"93.8776%"
15.35,"84.2105%"
14.81,"96.2500%"
16.1,"90.9091%"
7.29,"64.7059%"
8.22,"56.6667%"
8.9,"62.8571%"
7.69,"58.9744%"
8.55,"57.1429%"
8.25,"75.6098%"
8.09,"55.2632%"
7.44,"84.6154%"
9.04,"60.0000%"
11,"69.2308%"
9.93,"58.6207%"
8.89,"71.7949%"
9.64,"71.1111%"
8.94,"76.7442%"
10.58,"69.2308%"
9.59,"82.3529%"
12.07,"77.7778%"
11.04,"100.0000%"
9.42,"58.3333%"
9.78,"41.6667%"
8.4,"53.0612%"
9.19,"55.1724%"
8.44,"35.2941%"
6.48,"40.0000%"
9.07,"58.8235%"
8.07,"47.3684%"
9.01,"64.1026%"
9.03,"50.0000%"
9.33,"70.5882%"
8.83,"60.4651%"
10.28,"47.3684%"
8.91,"62.1622%"
8.37,"30.7692%"
8.37,"69.8113%"
8.56,"62.7907%"
8.43,"69.0476%"
8.47,"58.8235%"
8.93,"48.9362%"
8.47,"64.4444%"
8.05,"60.8696%"
7.83,"56.8182%"
8.04,"43.8596%"
7.91,"62.2642%"
8.81,"63.6364%"
8.14,"54.8387%"
8.45,"43.2432%"
9.88,"88.2353%"
9.79,"78.7879%"
10.87,"75.0000%"
9.78,"80.0000%"
7.94,"55.5556%"
7.32,"50.0000%"
7.71,"42.8571%"
7.86,"64.0000%"
8.04,"78.0488%"
8.06,"66.6667%"
8.31,"70.0000%"
9.52,"64.7059%"
8.14,"52.0000%"
8.27,"72.5000%"
8.58,"65.6250%"
7.94,"68.0000%"
7.95,"53.5714%"
9.18,"58.9744%"
8.29,"66.6667%"
8.18,"72.7273%"
8.01,"59.5238%"
9.46,"60.5263%"
7.94,"73.8095%"
8.44,"65.0000%"
8.74,"64.1509%"
8.22,"62.5000%"
8.01,"46.3415%"
8.02,"45.2381%"
8.72,"60.0000%"
8.13,"63.3333%"
8.32,"56.4103%"
7.58,"57.1429%"
9.78,"71.7391%"
9.77,"70.0000%"
11.04,"82.3529%"
9.27,"62.7907%"
9.12,"64.0000%"
11.57,"77.4194%"
9.79,"70.0000%"
9.29,"81.8182%"
10.5,"55.0000%"
11.7,"64.7059%"
9.21,"59.2593%"
10.39,"73.3333%"
10.79,"80.9524%"
10.18,"78.2609%"
10.34,"72.0000%"
10.04,"72.0000%"
12.81,"83.3333%"
12.46,"88.2353%"
10.34,"82.6087%"
9.97,"73.3333%"
10.45,"77.7778%"
13.2,"96.8750%"
10.93,"77.2727%"
9.7,"73.3333%"
10.82,"48.0000%"
12.66,"93.3333%"
10.64,"54.5455%"
10.73,"88.0000%"
10.21,"78.9474%"
11.26,"76.4706%"
10.45,"93.7500%"
9.61,"87.5000%"
15.08,"87.8049%"
14.94,"86.2069%"
14.3,"88.4615%"
14.32,"86.4407%"
14.13,"95.3125%"
14.31,"89.8551%"
14.3,"94.9153%"
14.43,"88.3117%"
14.36,"84.3137%"
14.48,"91.5254%"
14.92,"93.6170%"
14.47,"88.2353%"
15.03,"95.8333%"
15.22,"94.4444%"
15.01,"94.1176%"
15.02,"100.0000%"
15.24,"100.0000%"
14.5,"100.0000%"
14.78,"97.7273%"
14.21,"97.6190%"
14.54,"95.2381%"
15.76,"96.4602%"
15,"93.3333%"
14.69,"93.3333%"
14.39,"92.8571%"
15.19,"100.0000%"
15.14,"97.8723%"
15.31,"92.8571%"
15.33,"87.5000%"
15.72,"100.0000%"
14.09,"80.0000%"
14.81,"95.7447%"
15.21,"95.6522%"
13.92,"96.8750%"
13,"86.6667%"
14.21,"100.0000%"
14.3,"100.0000%"
13.69,"100.0000%"
14.05,"90.4762%"
15.76,"94.1176%"
15.83,"93.2432%"
15,"93.7500%"
13.9,"95.4545%"
14.69,"93.7500%"
14.38,"81.8182%"
14.89,"95.1220%"
14.58,"93.3333%"
14.23,"93.3333%"
14.61,"91.3043%"
14.78,"93.8776%"
14.73,"100.0000%"
14.51,"100.0000%"
14.62,"88.2353%"
15.76,"94.9153%"
14.14,"100.0000%"
7.73,"76.4706%"
7.96,"66.6667%"
8.28,"68.0000%"
6.9,"52.9412%"
7.14,"53.5714%"
8.59,"55.5556%"
8.37,"83.3333%"
7.67,"73.0769%"
7.84,"59.2593%"
8.58,"46.1538%"
7.7,"44.8276%"
8.58,"68.9655%"
7.87,"36.3636%"
6.83,"52.0000%"
8.08,"48.0000%"
7.86,"56.0000%"
9.12,"40.0000%"
8.9,"76.0000%"
7.73,"66.6667%"
7.61,"48.0000%"
8.26,"66.6667%"
8.56,"61.5385%"
8.36,"60.8696%"
7.95,"62.5000%"
8.09,"64.2857%"
8.39,"52.6316%"
8.59,"66.6667%"
8.42,"75.0000%"
7.54,"69.2308%"
8.14,"62.9630%"
7.67,"54.2857%"
7.9,"74.1935%"
7.62,"60.7143%"
8.66,"57.8947%"
7.7,"63.1579%"
8.72,"62.5000%"
8.25,"68.7500%"
8.85,"76.9231%"
9.12,"60.9756%"
10.72,"65.7895%"
10.51,"58.6207%"
9.67,"73.9130%"
8.89,"58.5366%"
8.81,"53.4884%"
8.42,"48.8372%"
9.47,"59.0909%"
8.17,"50.0000%"
8.24,"54.3478%"
7.66,"48.0000%"
7.5,"36.8421%"
8.08,"43.4783%"
8.8,"75.0000%"
8.73,"62.9630%"
9.36,"87.5000%"
9.06,"65.0000%"
8.73,"40.9091%"
8.78,"68.9655%"
9.8,"45.8333%"
9.26,"73.3333%"
8.3,"64.0000%"
8.03,"55.5556%"
10.59,"85.7143%"
8.59,"75.0000%"
9.06,"72.7273%"
10.79,"75.0000%"
8.44,"77.7778%"
9.58,"66.6667%"
10.29,"84.6154%"
8.56,"83.3333%"
9.55,"36.3636%"
8.43,"60.0000%"
9.21,"65.0000%"
9.66,"67.8571%"
10.4,"72.7273%"
10.02,"73.0769%"
8.75,"52.3810%"
10.14,"70.0000%"
9.63,"55.5556%"
10.08,"61.1111%"
9.73,"75.0000%"
10.69,"68.4211%"
9.72,"46.1538%"
10.54,"72.0000%"
9.13,"52.6316%"
9.39,"61.9048%"
10.52,"76.1905%"
10.08,"72.7273%"
10.02,"44.4444%"
9.19,"35.2941%"
9.36,"77.2727%"
8.28,"52.6316%"
10,"54.5455%"
8.47,"70.9677%"
9.31,"40.0000%"
10.03,"63.1579%"
8.67,"50.0000%"
10.47,"83.3333%"
13.43,"85.0000%"
9.61,"82.3529%"
9.62,"50.0000%"
10.49,"88.2353%"
9.19,"58.1081%"
9.52,"72.4138%"
9.72,"55.5556%"
10.03,"60.9756%"
10.37,"62.8571%"
9.34,"59.5238%"
8.29,"61.5385%"
9.25,"68.4211%"
10.86,"47.6190%"
10,"70.3704%"
9.72,"73.9130%"
9.77,"57.1429%"
8.91,"36.8421%"
12.32,"82.1429%"
8.46,"50.0000%"
13.06,"75.0000%"
11.93,"89.2857%"
9.82,"50.0000%"
9.89,"61.5385%"
11.43,"75.0000%"
11.57,"92.8571%"
12.72,"85.7143%"
9.36,"66.6667%"
10.73,"90.9091%"
10.71,"70.0000%"
12.58,"80.0000%"
13.73,"100.0000%"
9.67,"65.5172%"
9.85,"55.0000%"
9.53,"66.6667%"
14.14,"87.5000%"
13.02,"94.7368%"
11.67,"85.0000%"
12.95,"88.8889%"
13.6,"94.7368%"
12.17,"78.5714%"
6.94,"75.0000%"
9.72,"55.5556%"
10.59,"70.0000%"
9.26,"78.2609%"
9.67,"76.1905%"
10.74,"56.5217%"
9.36,"65.0000%"
9.55,"61.9048%"
9.17,"62.9630%"
10.02,"100.0000%"
9.61,"82.3529%"
9.61,"68.4211%"
9.27,"65.6250%"
10.69,"72.7273%"
9.47,"72.7273%"
8.38,"33.3333%"
9.28,"62.5000%"
10.5,"70.5882%"
10.92,"59.0909%"
9.2,"62.2222%"
9.97,"72.4138%"
9.69,"62.5000%"
9.36,"72.4138%"
11.23,"69.2308%"
10.92,"83.3333%"
9.41,"77.1429%"
8.48,"61.1111%"
9.47,"60.0000%"
8.39,"55.5556%"
12.07,"83.3333%"
13,"90.0000%"
10.33,"70.1031%"
13.54,"95.4545%"
13.72,"85.7143%"
11,"50.0000%"
14.18,"85.7143%"
13.1,"100.0000%"
9.72,"90.0000%"
13.17,"87.0968%"
12.5,"81.4815%"
8.63,"83.3333%"
12.65,"84.0000%"
13.57,"88.0000%"
13.47,"100.0000%"
10.32,"100.0000%"
11.32,"93.4211%"
12.15,"91.3580%"
13.36,"88.0435%"
12.97,"89.3333%"
13.57,"89.7436%"
12.42,"90.9091%"
12.77,"88.4615%"
13.74,"90.3226%"
12.95,"81.2500%"
12.6,"84.0000%"
11.03,"60.0000%"
14.17,"96.1538%"
13.75,"100.0000%"
13.91,"95.0000%"
13.81,"100.0000%"
13.52,"100.0000%"
12.53,"95.6522%"
13.6,"92.1053%"
12.98,"90.4762%"
14.63,"92.7273%"
8.55,"80.0000%"
9.78,"64.2857%"
7.75,"71.4286%"
6.93,"42.8571%"
9.33,"37.5000%"
9.74,"83.3333%"
10.13,"66.6667%"
9.08,"52.6316%"
8.74,"51.5152%"
8.67,"63.6364%"
9.58,"52.9412%"
9.26,"62.0690%"
10.41,"82.3529%"
10.26,"89.4737%"
10.23,"72.7273%"
9.45,"83.3333%"
8.78,"57.6923%"
9.2,"71.7949%"
9.76,"72.2222%"
8.74,"77.7778%"
10.52,"63.3333%"
8.91,"56.2500%"
9.04,"75.6757%"
10.52,"70.3704%"
9.58,"57.5758%"
9.98,"68.4211%"
10.03,"73.6842%"
9.72,"65.7895%"
9.26,"69.4444%"
9.05,"79.4118%"
9.88,"66.6667%"
10,"75.7576%"
9.34,"50.0000%"
10.69,"76.0000%"
9.4,"61.8182%"
9.57,"64.4444%"
8.98,"67.5000%"
9.34,"81.0811%"
9.85,"64.2857%"
9.6,"64.8649%"
9.17,"63.0435%"
9.7,"65.2174%"
12.33,"68.7500%"
11.88,"81.2500%"
11.77,"75.0000%"
9.13,"67.7419%"
10.23,"68.1818%"
10.54,"75.0000%"
10.96,"76.0000%"
10.34,"61.5385%"
10.23,"76.6667%"
10.96,"61.9048%"
12.16,"84.6154%"
10.68,"74.0741%"
9.97,"73.6842%"
10,"75.0000%"
10.26,"72.7273%"
11.32,"68.8889%"
14.18,"85.0000%"
12.02,"82.6087%"
9.18,"68.0000%"
9.41,"80.9524%"
10.64,"93.7500%"
9.49,"74.0741%"
8.71,"67.5000%"
9.75,"66.6667%"
13.58,"87.3563%"
11.85,"92.5926%"
11.01,"85.7143%"
9.13,"62.5000%"
11.38,"85.0000%"
11.52,"93.1034%"
12.78,"90.4762%"
14.62,"91.6667%"
13.74,"94.4444%"
13.78,"50.0000%"
11.4,"88.8889%"
9.33,"84.6154%"
12.26,"78.5714%"
11.33,"89.6552%"
11.94,"78.7879%"
12.36,"76.0000%"
10.64,"87.7551%"
12.2,"80.0000%"
11.18,"70.0000%"
14.19,"91.3043%"
11.54,"82.7586%"
12.33,"90.0000%"
13.95,"90.9091%"
11.9,"79.3103%"
10.44,"79.4118%"
13.31,"88.0000%"
14.94,"100.0000%"
12.17,"90.0000%"
11.45,"80.6452%"
12.78,"90.9091%"
11.77,"80.6452%"
12.06,"89.6552%"
12.48,"84.2105%"
11.31,"68.4211%"
11.9,"69.5652%"
11.11,"92.8571%"
12.9,"80.0000%"
12.61,"100.0000%"
11.48,"75.0000%"
11.47,"87.5000%"
12.04,"100.0000%"
12.32,"92.5000%"
14.09,"100.0000%"
10.8,"83.3333%"
12.45,"86.3636%"
11.57,"79.1667%"
11,"50.0000%"
10.5,"80.0000%"
12.02,"90.0000%"
11.76,"85.2941%"
11.74,"92.3077%"
11.88,"68.7500%"
10.84,"76.0000%"
11.54,"76.0000%"
10.82,"80.7692%"
9.39,"80.0000%"
12.3,"85.1064%"
11.15,"68.9655%"
10.48,"60.0000%"
9,"61.5385%"
11.17,"90.4762%"
9.21,"50.0000%"
11.3,"86.1111%"
11.21,"84.6154%"
12.12,"81.2500%"
10.48,"67.5676%"
11.61,"86.6667%"
13.63,"100.0000%"
13.07,"100.0000%"
11.59,"100.0000%"
12.34,"77.7778%"
11.31,"87.5000%"
12.94,"81.2500%"
12.82,"92.3077%"
10.39,"57.1429%"
9.4,"41.6667%"
11.28,"69.2308%"
10.99,"73.0769%"
11,"66.6667%"
11.78,"77.7778%"
11.44,"75.0000%"
10.99,"78.6885%"
11.2,"70.8333%"
11.52,"86.9565%"
10.79,"80.9524%"
11.89,"76.9231%"
12.21,"100.0000%"
7.22,"75.0000%"
12.12,"95.0000%"
14.4,"91.3043%"
13.08,"91.8919%"
12.7,"82.6087%"
14.38,"100.0000%"
12.55,"84.0000%"
13.43,"94.1176%"
13,"100.0000%"
14.86,"100.0000%"
12.92,"80.0000%"
10.48,"75.0000%"
9.73,"57.1429%"
9.98,"55.5556%"
9.65,"63.1579%"
9.22,"33.3333%"
9.12,"57.1429%"
9,"46.6667%"
10.26,"64.7059%"
9.77,"70.5882%"
9.22,"55.0000%"
9.6,"65.0000%"
10.58,"73.9130%"
9.48,"70.5882%"
10.6,"82.6087%"
12.52,"79.1667%"
10.15,"71.4286%"
8.84,"70.5882%"
9.48,"77.7778%"
12.89,"92.3077%"
9.36,"56.2500%"
10.2,"57.8947%"
13.16,"85.3659%"
11.12,"82.3529%"
8.49,"71.4286%"
12.16,"84.0909%"
12.65,"89.3617%"
9.26,"52.6316%"
9.73,"83.3333%"
12.95,"92.3077%"
12.44,"90.9091%"
12.93,"88.6364%"
11.55,"89.1892%"
10.47,"66.6667%"
10.67,"85.1064%"
12.71,"79.4872%"
12.33,"84.0909%"
14.14,"100.0000%"
13.69,"97.2222%"
7.98,"47.8261%"
9.83,"70.0000%"
8.77,"68.1818%"
8.03,"83.3333%"
10.22,"86.6667%"
10.7,"73.6842%"
9.12,"61.7647%"
10.68,"75.0000%"
10.23,"89.4737%"
9.87,"67.8571%"
9.33,"55.5556%"
9.77,"63.1579%"
10.84,"77.7778%"
10.56,"56.2500%"
10.16,"78.9474%"
9.88,"68.1818%"
9.46,"65.1163%"
9.99,"67.6471%"
9.11,"60.0000%"
10.79,"68.4211%"
10.38,"76.4706%"
12.41,"81.8182%"
10.63,"100.0000%"
12.32,"100.0000%"
10.92,"66.6667%"
11.02,"90.6250%"
13.67,"87.5000%"
10.87,"86.9565%"
14.17,"88.8889%"
12.65,"88.8889%"
11.72,"90.9091%"
11.09,"91.3043%"
11.81,"84.6154%"
10.02,"81.8182%"
11.08,"75.0000%"
9.57,"72.7273%"
13.36,"72.7273%"
9.73,"68.7500%"
10.08,"66.6667%"
10.38,"56.5217%"
9.22,"76.0000%"
10.4,"73.9130%"
10.69,"73.4375%"
10.44,"63.6364%"
10.78,"62.5000%"
9.78,"80.0000%"
10.15,"62.9630%"
9.4,"83.3333%"
9.57,"83.9286%"
9.35,"83.3333%"
11.67,"100.0000%"
10.26,"89.4737%"
10.3,"91.6667%"
8.93,"56.2500%"
7.56,"65.0000%"
7.81,"57.1429%"
7.41,"40.0000%"
8.28,"50.0000%"
8.32,"50.0000%"
8.38,"78.5714%"
8.96,"66.6667%"
12.19,"85.2941%"
11.4,"84.3750%"
11.07,"94.8276%"
7.22,"0.0000%"
11.57,"90.4762%"
11.34,"83.3333%"
11.76,"80.0000%"
12.33,"100.0000%"
9.23,"71.4286%"
8.87,"51.2195%"
9.69,"77.1429%"
9.56,"68.5714%"
8.59,"58.5366%"
9.73,"80.6452%"
10.11,"84.8485%"
9.23,"72.9730%"
8.48,"72.7273%"
9,"50.0000%"
8.75,"60.0000%"
10.16,"82.3529%"
9.54,"64.0000%"
10.22,"69.2308%"
9.82,"76.4706%"
9.35,"65.2174%"
8.79,"58.5366%"
9.79,"73.5294%"
9.04,"77.4194%"
9.77,"72.7273%"
9.31,"54.8387%"
9.48,"86.4865%"
10.02,"72.0000%"
9.65,"72.4138%"
9.51,"75.0000%"
9.44,"70.9677%"
8.92,"57.6923%"
10.2,"78.9474%"
10.46,"60.0000%"
9.13,"55.0000%"
8.33,"63.6364%"
9.9,"73.4694%"
8.83,"65.0000%"
8.5,"64.4737%"
10.09,"62.9630%"
9.63,"62.2951%"
11.26,"70.0000%"
10.79,"73.3333%"
9.23,"67.8571%"
10.85,"82.1429%"
9.83,"70.0000%"
7.84,"42.8571%"
8.68,"61.2903%"
9.44,"85.7143%"
10.03,"61.1111%"
9.19,"54.5455%"
8.71,"76.1905%"
9.81,"55.5556%"
8.53,"62.2642%"
9.53,"66.6667%"
9.47,"52.0000%"
8.71,"55.0000%"
8.46,"52.9412%"
8.46,"69.2308%"
8.22,"52.3810%"
9.49,"36.8421%"
8.96,"80.0000%"
11.77,"90.0000%"
11.71,"81.8182%"
11.68,"83.3333%"
12.52,"88.8889%"
11.85,"76.9231%"
12.06,"80.9524%"
12.69,"94.4444%"
11.89,"90.0000%"
12.61,"75.0000%"
11.41,"76.9231%"
11.75,"91.6667%"
12.02,"89.1304%"
11.9,"86.0465%"
12.64,"76.0000%"
11.65,"83.3333%"
12.05,"82.9268%"
11.62,"84.6154%"
8.08,"66.6667%"
10.79,"76.3158%"
10.46,"82.3529%"
10.4,"70.8333%"
9.46,"70.0000%"
10.05,"68.5714%"
9.37,"74.2857%"
10.29,"71.4286%"
9.98,"83.3333%"
9.97,"65.2174%"
10,"64.7059%"
11.4,"80.0000%"
10.79,"83.3333%"
10.44,"75.7576%"
11.16,"69.2308%"
10.58,"88.2353%"
11.47,"66.6667%"
11.77,"91.6667%"
10.59,"73.6842%"
12.47,"92.3077%"
11.19,"72.4138%"
11.27,"74.2857%"
10.26,"76.0000%"
12.15,"88.8889%"
11.93,"72.0000%"
12.67,"86.9565%"
11.58,"78.2609%"
11.18,"60.8696%"
11.97,"83.3333%"
11.64,"80.9524%"
10.14,"55.5556%"
10.92,"80.4878%"
11.36,"77.7778%"
11.71,"55.5556%"
10.27,"71.4286%"
10.58,"73.3333%"
10.61,"73.5294%"
9.9,"67.3469%"
9.88,"80.0000%"
10.27,"80.0000%"
10.41,"78.9474%"
10.43,"66.6667%"
9.92,"70.5882%"
10.18,"84.2105%"
11.14,"62.0000%"
10.91,"89.7959%"
10.25,"65.3061%"
10.65,"66.6667%"
10.68,"69.6970%"
10.86,"85.7143%"
13.74,"89.2857%"
13.85,"81.2500%"
13.03,"75.0000%"
12.95,"92.3077%"
13.65,"94.1176%"
13.22,"93.5484%"
11.43,"84.6154%"
12.41,"85.3659%"
13.2,"90.9091%"
14.06,"96.9697%"
12.74,"81.4815%"
12.49,"78.0488%"
13.06,"70.9677%"
13.06,"95.0000%"
12.24,"82.3529%"
12.89,"86.9565%"
13.2,"100.0000%"
13.79,"92.8571%"
13.42,"88.2353%"
14.02,"95.6522%"
13.73,"89.4737%"
12.55,"88.8889%"
13.94,"97.5000%"
14.08,"100.0000%"
13.74,"89.7436%"
13.2,"89.4737%"
12.22,"70.0000%"
13.98,"90.6977%"
14.28,"94.5946%"
14.76,"100.0000%"
13.37,"100.0000%"
13.63,"90.0000%"
13.71,"95.0000%"
13.38,"100.0000%"
14.39,"87.5000%"
13.18,"85.0000%"
15.19,"93.7500%"
13.21,"91.4894%"
14.28,"100.0000%"
14.96,"92.5926%"
10.23,"68.4211%"
14.71,"92.3077%"
15.48,"90.0000%"
10.06,"68.9655%"
9.82,"79.1667%"
9.88,"51.7241%"
12.39,"80.7692%"
10.52,"44.4444%"
11,"91.3043%"
9.49,"59.2593%"
10.35,"84.0000%"
9.58,"55.1724%"
11,"88.0000%"
9.74,"58.0645%"
10.54,"92.8571%"
9.66,"73.3333%"
9.04,"56.6667%"
9.8,"75.0000%"
10.14,"76.6667%"
11.21,"85.1852%"
10.57,"74.0741%"
10.33,"75.0000%"
9.98,"75.0000%"
11.67,"89.6552%"
10.13,"62.0690%"
10.47,"85.7143%"
10.89,"81.0811%"
12.05,"96.0000%"
9.69,"75.0000%"
14.98,"92.8571%"
13.54,"80.0000%"
13.94,"92.8571%"
12.88,"86.9565%"
13.1,"100.0000%"
14.8,"88.8889%"
13.42,"86.6667%"
14.98,"95.0000%"
15.06,"100.0000%"
14.7,"94.7368%"
15.07,"88.8889%"
15.13,"100.0000%"
13.75,"95.2381%"
14.7,"90.4762%"
15.05,"82.6087%"
13.87,"100.0000%"
12.79,"81.8182%"
10.07,"65.2174%"
9.77,"76.4706%"
9.35,"67.4419%"
10.63,"66.6667%"
9.91,"78.5714%"
9.67,"76.9231%"
8.81,"47.6190%"
9.85,"76.4706%"
9.47,"70.0000%"
10.17,"76.0000%"
8.97,"62.8571%"
11.17,"90.4762%"
9.72,"82.9268%"
9.56,"63.6364%"
9.59,"77.0833%"
10.36,"85.1852%"
8.61,"58.0645%"
10.6,"73.0769%"
13.19,"94.5946%"
10.34,"76.0000%"
9.17,"67.3913%"
12.81,"90.4762%"
10.34,"69.2308%"
9.92,"76.4706%"
13.33,"95.0000%"
10.54,"79.1667%"
8.86,"44.4444%"
11.76,"87.1795%"
10.84,"63.6364%"
8.75,"65.2174%"
12.93,"92.5000%"
7.96,"64.7059%"
9.09,"66.6667%"
9.81,"60.0000%"
8.9,"73.3333%"
15.01,"100.0000%"
11.54,"82.7586%"
8.53,"66.6667%"
13.35,"88.8889%"
7.95,"38.4615%"
9.59,"68.1818%"
8.08,"50.0000%"
8.07,"80.0000%"
8.72,"42.8571%"
8.81,"63.1579%"
12.29,"69.2308%"
8.46,"85.7143%"
9.32,"52.1739%"
12.93,"75.0000%"
9.12,"71.4286%"
9.39,"59.0909%"
12.31,"82.6087%"
8.88,"61.1111%"
7.9,"61.9048%"
8.83,"60.7843%"
9.1,"62.5000%"
7.88,"61.9048%"
8.14,"62.5000%"
8.84,"80.0000%"
8.61,"52.9412%"
8.81,"66.6667%"
8.21,"52.9412%"
8.46,"83.3333%"
9.65,"75.0000%"
8.05,"52.3810%"
9.35,"73.1343%"
8.8,"66.6667%"
8.41,"43.4783%"
8.45,"50.0000%"
9.07,"59.2593%"
7.8,"68.7500%"
8.44,"64.7059%"
7.26,"42.8571%"
8.03,"55.0000%"
8.98,"52.9412%"
8.82,"56.5217%"
8.94,"76.6667%"
8.18,"50.0000%"
10.42,"55.5556%"
11.25,"96.4286%"
12.08,"75.0000%"
7.86,"57.1429%"
9.88,"43.7500%"
8.22,"63.6364%"
10.44,"61.1111%"
8.67,"26.6667%"
10.78,"38.8889%"
9,"52.9412%"
12.4,"73.9130%"
12.44,"77.9221%"
11.66,"77.7778%"
9.39,"77.7778%"
8.33,"41.6667%"
8.11,"60.0000%"
8.25,"66.6667%"
8.63,"78.5714%"
9.14,"62.5000%"
8.46,"40.0000%"
11.12,"81.6901%"
12.04,"85.4167%"
7.91,"72.7273%"
8.38,"50.0000%"
8.54,"100.0000%"
7.88,"53.8462%"
8.89,"64.5161%"
8.16,"0.0000%"
10.22,"72.2222%"
11.58,"71.4286%"
8.99,"74.1935%"
8.89,"69.6970%"
9.7,"47.8261%"
8.58,"67.3913%"
8.7,"56.6667%"
10.18,"80.0000%"
9.11,"77.7778%"
9.23,"60.0000%"
10.08,"73.6842%"
7.92,"32.6087%"
7.48,"61.3636%"
10.38,"64.2857%"
8.12,"52.0833%"
8.7,"92.3077%"
8.15,"67.3913%"
9.74,"66.6667%"
7.81,"54.7619%"
8.47,"63.8889%"
8.18,"62.2642%"
8.27,"75.4717%"
8.12,"58.1395%"
8.26,"58.8235%"
8.45,"52.1739%"
8.21,"63.6364%"
7.55,"0.0000%"
8.52,"67.3469%"
9.32,"60.0000%"
8.09,"64.0000%"
9.33,"65.3846%"
7.8,"42.8571%"
9.53,"50.0000%"
11.38,"73.0769%"
8.72,"52.0000%"
8.04,"50.0000%"
8.38,"80.0000%"
7.67,"69.2308%"
8.33,"66.6667%"
9.01,"60.0000%"
8.75,"65.8537%"
9.46,"66.6667%"
8.33,"65.0000%"
10.11,"58.3333%"
8.45,"63.8889%"
8.67,"75.0000%"
8.23,"47.8261%"
8.04,"71.7949%"
8.39,"58.5366%"
8.22,"70.1754%"
8.79,"58.5366%"
8.5,"58.9744%"
9.47,"53.3333%"
7.96,"35.2941%"
8.44,"64.1026%"
7.64,"71.0526%"
9.16,"60.0000%"
8.01,"64.2857%"
7.33,"65.3846%"
8.1,"48.1481%"
7.42,"50.0000%"
7.78,"62.2642%"
7.95,"66.2791%"
8.75,"65.3846%"
8.88,"73.3333%"
7,"66.6667%"
8.29,"63.4146%"
9.04,"58.5366%"
8.91,"66.6667%"
8.74,"57.8947%"
8.93,"60.7143%"
8.4,"69.0476%"
8.73,"61.2245%"
8.36,"50.0000%"
8.44,"56.5217%"
8.47,"35.2941%"
9.76,"79.3103%"
8.73,"73.6842%"
6.12,"66.6667%"
9.17,"76.9231%"
9.73,"59.0909%"
8.35,"72.7273%"
9.21,"83.3333%"
7.68,"62.0690%"
9.11,"65.0000%"
8.05,"53.1250%"
8.93,"68.0000%"
10.37,"80.7692%"
10.8,"60.0000%"
10.55,"77.4194%"
10.85,"72.7273%"
10.89,"82.7586%"
11.03,"83.3333%"
11.53,"81.0811%"
9.97,"76.5957%"
10.6,"66.6667%"
